dt,AverageTemperature
1796-01-01,17.044
1796-02-01,19.193
1796-03-01,22.319
1796-04-01,27.233
1796-05-01,30.035
1796-06-01,29.261
1796-07-01,26.8
1796-08-01,26.558
1796-09-01,25.958
1796-10-01,24.031
1796-11-01,20.186
1796-12-01,15.485
1797-01-01,17.95
1797-02-01,20.414
1797-03-01,22.879
1797-04-01,26.502
1797-05-01,29.364
1797-06-01,29.88
1797-07-01,26.891
1797-08-01,26.716
1797-09-01,26.072
1797-10-01,23.67
1797-11-01,19.323
1797-12-01,17.102
1798-01-01,17.226
1798-02-01,19.525
1798-03-01,24.328
1798-04-01,26.008
1798-05-01,27.689
1798-06-01,29.369
1798-07-01,27.968
1798-08-01,27.009
1798-09-01,25.973
1798-10-01,23.898
1798-11-01,20.709
1798-12-01,16.728
1799-01-01,16.648
1799-02-01,17.976
1799-03-01,23.08
1799-04-01,27.996
1799-05-01,30.217
1799-06-01,29.86
1799-07-01,27.178
1799-08-01,26.674
1799-09-01,26.105
1799-10-01,24.597
1799-11-01,20.158
1799-12-01,16.904
1800-01-01,17.081
1800-02-01,19.78
1800-03-01,22.938
1800-04-01,28.458
1800-05-01,29.372
1800-06-01,29.261
1800-07-01,26.494
1800-08-01,26.069
1800-09-01,24.999
1800-10-01,24.318
1800-11-01,20.625
1800-12-01,17.548
1801-01-01,17.433
1801-02-01,18.868
1801-03-01,25.084
1801-04-01,26.273
1801-05-01,27.463
1801-06-01,28.652
1801-07-01,27.272
1801-08-01,26.075
1801-09-01,25.598
1801-10-01,24.001
1801-11-01,20.492
1801-12-01,18.276
1802-01-01,17.904
1802-02-01,19.734
1802-03-01,24.829
1802-04-01,27.816
1802-05-01,29.209
1802-06-01,30.397
1802-07-01,27.826
1802-08-01,26.581
1802-09-01,26.699
1802-10-01,24.564
1802-11-01,20.258
1802-12-01,16.795
1803-01-01,15.603
1803-02-01,18.271
1803-03-01,23.323
1803-04-01,28.265
1803-05-01,30.257
1803-06-01,29.643
1803-07-01,27.876
1803-08-01,27.79
1803-09-01,26.732
1803-10-01,24.319
1803-11-01,20.749
1803-12-01,16.921
1804-01-01,17.443
1804-02-01,19.11
1804-03-01,23.215
1804-04-01,29.131
1804-05-01,30.692
1804-06-01,29.952
1804-07-01,28.694
1804-08-01,26.788
1804-09-01,26.513
1804-10-01,24.164
1804-11-01,21.624
1804-12-01,16.583
1805-01-01,17.173
1805-02-01,19.036
1805-03-01,23.942
1805-04-01,27.034
1805-05-01,30.077
1805-06-01,29.959
1805-07-01,27.069
1805-08-01,27.213
1805-09-01,25.936
1805-10-01,22.831
1805-11-01,19.951
1805-12-01,18.085
1806-01-01,17.092
1806-02-01,19.019
1806-03-01,23.013
1806-04-01,27.359
1806-05-01,29.971
1806-06-01,28.054
1806-07-01,26.995
1806-08-01,26.888
1806-09-01,26.855
1806-10-01,23.754
1806-11-01,20.452
1806-12-01,17.662
1807-01-01,15.975
1807-02-01,18.799
1807-03-01,21.824
1807-04-01,24.848
1807-05-01,27.873
1807-06-01,29.541
1807-07-01,27.631
1807-08-01,26.447
1807-09-01,26.465
1807-10-01,23.586
1807-11-01,20.375
1807-12-01,18.304
1808-01-01,18.241
1808-02-01,18.179
1808-03-01,18.116
1808-04-01,18.053
1808-05-01,17.99
1808-06-01,17.928
1808-07-01,17.865
1808-08-01,17.802
1808-09-01,17.74
1808-10-01,17.677
1808-11-01,17.614
1808-12-01,17.552
1809-01-01,17.489
1809-02-01,17.426
1809-03-01,17.363
1809-04-01,17.301
1809-05-01,17.238
1809-06-01,17.175
1809-07-01,17.113
1809-08-01,17.05
1809-09-01,16.987
1809-10-01,16.924
1809-11-01,16.862
1809-12-01,16.799
1810-01-01,16.736
1810-02-01,16.674
1810-03-01,16.611
1810-04-01,16.548
1810-05-01,16.486
1810-06-01,16.423
1810-07-01,16.36
1810-08-01,16.297
1810-09-01,16.235
1810-10-01,16.172
1810-11-01,16.109
1810-12-01,16.047
1811-01-01,15.984
1811-02-01,15.921
1811-03-01,15.859
1811-04-01,15.796
1811-05-01,15.733
1811-06-01,15.67
1811-07-01,15.608
1811-08-01,15.545
1811-09-01,15.482
1811-10-01,15.42
1811-11-01,15.357
1811-12-01,15.294
1812-01-01,15.231
1812-02-01,15.169
1812-03-01,15.106
1812-04-01,15.043
1812-05-01,14.981
1812-06-01,14.918
1812-07-01,14.855
1812-08-01,14.793
1812-09-01,14.73
1812-10-01,14.667
1812-11-01,14.604
1812-12-01,14.542
1813-01-01,14.479
1813-02-01,18.549
1813-03-01,21.409
1813-04-01,27.898
1813-05-01,30.54
1813-06-01,28.332
1813-07-01,26.881
1813-08-01,25.304
1813-09-01,25.773
1813-10-01,23.198
1813-11-01,21.076
1813-12-01,15.816
1814-01-01,15.45
1814-02-01,18.596
1814-03-01,22.213
1814-04-01,26.526
1814-05-01,27.728
1814-06-01,28.93
1814-07-01,25.53
1814-08-01,25.325
1814-09-01,24.583
1814-10-01,22.5
1814-11-01,21.007
1814-12-01,18.571
1815-01-01,15.915
1815-02-01,19.157
1815-03-01,22.208
1815-04-01,27.332
1815-05-01,29.24
1815-06-01,26.523
1815-07-01,26.316
1815-08-01,25.577
1815-09-01,25.154
1815-10-01,22.034
1815-11-01,18.865
1815-12-01,15.372
1816-01-01,16.376
1816-02-01,16.251
1816-03-01,22.414
1816-04-01,26.301
1816-05-01,29.514
1816-06-01,28.163
1816-07-01,25.06
1816-08-01,24.848
1816-09-01,23.977
1816-10-01,21.404
1816-11-01,18.967
1816-12-01,15.813
1817-01-01,15.916
1817-02-01,18.828
1817-03-01,22.551
1817-04-01,27.052
1817-05-01,28.28
1817-06-01,27.135
1817-07-01,25.614
1817-08-01,25.669
1817-09-01,23.313
1817-10-01,21.903
1817-11-01,19.313
1817-12-01,15.572
1818-01-01,16.076
1818-02-01,18.023
1818-03-01,23.085
1818-04-01,27.783
1818-05-01,29.952
1818-06-01,28.889
1818-07-01,25.302
1818-08-01,24.729
1818-09-01,24.058
1818-10-01,22.026
1818-11-01,19.335
1818-12-01,16.178
1819-01-01,14.385
1819-02-01,17.616
1819-03-01,22.021
1819-04-01,26.019
1819-05-01,28.662
1819-06-01,28.244
1819-07-01,25.901
1819-08-01,25.169
1819-09-01,24.613
1819-10-01,23.262
1819-11-01,19.983
1819-12-01,15.968
1820-01-01,14.902
1820-02-01,17.539
1820-03-01,22.622
1820-04-01,27.626
1820-05-01,29.083
1820-06-01,28.243
1820-07-01,25.972
1820-08-01,24.849
1820-09-01,24.896
1820-10-01,22.787
1820-11-01,19.562
1820-12-01,16.008
1821-01-01,17.268
1821-02-01,19.933
1821-03-01,23.809
1821-04-01,26.623
1821-05-01,29.613
1821-06-01,28.564
1821-07-01,26.174
1821-08-01,25.669
1821-09-01,24.188
1821-10-01,23.045
1821-11-01,20.411
1821-12-01,17.034
1822-01-01,17.522
1822-02-01,20.712
1822-03-01,25.528
1822-04-01,27.135
1822-05-01,29.57
1822-06-01,28.46
1822-07-01,26.667
1822-08-01,25.142
1822-09-01,24.52
1822-10-01,22.519
1822-11-01,19.336
1822-12-01,16.058
1823-01-01,16.882
1823-02-01,19.361
1823-03-01,23.47
1823-04-01,27.77
1823-05-01,29.427
1823-06-01,29.279
1823-07-01,26.703
1823-08-01,25.162
1823-09-01,23.894
1823-10-01,23.159
1823-11-01,19.397
1823-12-01,17.149
1824-01-01,17.323
1824-02-01,19.326
1824-03-01,23.737
1824-04-01,27.524
1824-05-01,29.551
1824-06-01,29.33
1824-07-01,28.039
1824-08-01,25.948
1824-09-01,25.79
1824-10-01,22.748
1824-11-01,20.546
1824-12-01,18.735
1825-01-01,17.412
1825-02-01,19.554
1825-03-01,23.61
1825-04-01,27.947
1825-05-01,29.516
1825-06-01,29.196
1825-07-01,26.856
1825-08-01,25.331
1825-09-01,24.905
1825-10-01,23.159
1825-11-01,21.021
1825-12-01,17.046
1826-01-01,17.047
1826-02-01,18.351
1826-03-01,23.743
1826-04-01,27.814
1826-05-01,30.463
1826-06-01,28.352
1826-07-01,27.152
1826-08-01,25.162
1826-09-01,24.969
1826-10-01,23.612
1826-11-01,21.067
1826-12-01,18.576
1827-01-01,17.876
1827-02-01,19.791
1827-03-01,24.153
1827-04-01,28.18
1827-05-01,29.563
1827-06-01,28.975
1827-07-01,27.285
1827-08-01,25.736
1827-09-01,24.674
1827-10-01,23.26
1827-11-01,21.007
1827-12-01,16.977
1828-01-01,16.118
1828-02-01,18.766
1828-03-01,23.678
1828-04-01,27.24
1828-05-01,29.547
1828-06-01,29.688
1828-07-01,27.167
1828-08-01,25.722
1828-09-01,23.899
1828-10-01,23.406
1828-11-01,20.851
1828-12-01,17.402
1829-01-01,16.815
1829-02-01,18.199
1829-03-01,23.331
1829-04-01,27.007
1829-05-01,29.775
1829-06-01,28.769
1829-07-01,26.73
1829-08-01,25.577
1829-09-01,24.601
1829-10-01,23.758
1829-11-01,19.862
1829-12-01,16.898
1830-01-01,17.047
1830-02-01,19.756
1830-03-01,23.056
1830-04-01,27.494
1830-05-01,27.903
1830-06-01,28.626
1830-07-01,27.355
1830-08-01,25.439
1830-09-01,24.538
1830-10-01,23.198
1830-11-01,21.574
1830-12-01,18.082
1831-01-01,16.565
1831-02-01,19.147
1831-03-01,23.557
1831-04-01,26.69
1831-05-01,29.921
1831-06-01,29.209
1831-07-01,26.245
1831-08-01,24.907
1831-09-01,24.056
1831-10-01,22.794
1831-11-01,19.301
1831-12-01,16.508
1832-01-01,16.078
1832-02-01,18.202
1832-03-01,23.534
1832-04-01,27.598
1832-05-01,29.973
1832-06-01,28.539
1832-07-01,27.105
1832-08-01,25.394
1832-09-01,24.211
1832-10-01,23.036
1832-11-01,19.455
1832-12-01,18.225
1833-01-01,16.995
1833-02-01,19.381
1833-03-01,23.141
1833-04-01,26.902
1833-05-01,28.941
1833-06-01,29.161
1833-07-01,26.9
1833-08-01,25.213
1833-09-01,24.817
1833-10-01,22.958
1833-11-01,20.702
1833-12-01,17.468
1834-01-01,15.609
1834-02-01,19.172
1834-03-01,23.655
1834-04-01,26.768
1834-05-01,30.234
1834-06-01,28.376
1834-07-01,26.552
1834-08-01,25.474
1834-09-01,25.195
1834-10-01,23.129
1834-11-01,20.486
1834-12-01,17.704
1835-01-01,16.966
1835-02-01,19.085
1835-03-01,22.397
1835-04-01,26.15
1835-05-01,28.282
1835-06-01,27.61
1835-07-01,25.674
1835-08-01,24.582
1835-09-01,24.038
1835-10-01,22.62
1835-11-01,18.8
1835-12-01,15.693
1836-01-01,16.279
1836-02-01,18.658
1836-03-01,22.974
1836-04-01,26.581
1836-05-01,29.178
1836-06-01,28.739
1836-07-01,26.399
1836-08-01,25.049
1836-09-01,25.011
1836-10-01,23.705
1836-11-01,19.315
1836-12-01,17.222
1837-01-01,16.974
1837-02-01,19.469
1837-03-01,22.557
1837-04-01,25.811
1837-05-01,28.233
1837-06-01,28.064
1837-07-01,26.407
1837-08-01,25.428
1837-09-01,25.252
1837-10-01,23.036
1837-11-01,19.7
1837-12-01,17.264
1838-01-01,14.552
1838-02-01,18.164
1838-03-01,22.433
1838-04-01,27.11
1838-05-01,28.662
1838-06-01,28.632
1838-07-01,27.264
1838-08-01,25.756
1838-09-01,25.333
1838-10-01,23.542
1838-11-01,19.936
1838-12-01,16.931
1839-01-01,17.08
1839-02-01,19.788
1839-03-01,21.856
1839-04-01,27.024
1839-05-01,28.879
1839-06-01,28.301
1839-07-01,26.879
1839-08-01,25.681
1839-09-01,24.73
1839-10-01,23.599
1839-11-01,18.948
1839-12-01,16.172
1840-01-01,17.353
1840-02-01,19.266
1840-03-01,22.937
1840-04-01,27.185
1840-05-01,29.242
1840-06-01,28.615
1840-07-01,27.185
1840-08-01,25.486
1840-09-01,24.75
1840-10-01,23.075
1840-11-01,19.404
1840-12-01,16.844
1841-01-01,16.706
1841-02-01,19.124
1841-03-01,22.343
1841-04-01,26.193
1841-05-01,28.79
1841-06-01,28.487
1841-07-01,27.141
1841-08-01,25.486
1841-09-01,25.078
1841-10-01,22.989
1841-11-01,19.971
1841-12-01,16.821
1842-01-01,16.59
1842-02-01,19.183
1842-03-01,23.559
1842-04-01,27.206
1842-05-01,29.148
1842-06-01,28.21
1842-07-01,26.667
1842-08-01,25.333
1842-09-01,24.59
1842-10-01,23.055
1842-11-01,19.829
1842-12-01,17.601
1843-01-01,17.105
1843-02-01,19.783
1843-03-01,22.84
1843-04-01,26.628
1843-05-01,28.404
1843-06-01,28.228
1843-07-01,26.735
1843-08-01,25.625
1843-09-01,25.035
1843-10-01,23.177
1843-11-01,19.531
1843-12-01,16.657
1844-01-01,16.37
1844-02-01,17.971
1844-03-01,23.072
1844-04-01,26.745
1844-05-01,28.368
1844-06-01,28.341
1844-07-01,26.32
1844-08-01,25.485
1844-09-01,24.646
1844-10-01,23.156
1844-11-01,19.836
1844-12-01,16.819
1845-01-01,16.9
1845-02-01,18.51
1845-03-01,23.43
1845-04-01,26.783
1845-05-01,29.158
1845-06-01,28.252
1845-07-01,26.902
1845-08-01,25.795
1845-09-01,25.258
1845-10-01,23.05
1845-11-01,19.824
1845-12-01,16.256
1846-01-01,17.963
1846-02-01,19.517
1846-03-01,24.426
1846-04-01,26.804
1846-05-01,29.276
1846-06-01,28.723
1846-07-01,27.418
1846-08-01,26.14
1846-09-01,25.14
1846-10-01,22.828
1846-11-01,20.151
1846-12-01,17.244
1847-01-01,17.203
1847-02-01,19.184
1847-03-01,22.714
1847-04-01,27.143
1847-05-01,28.803
1847-06-01,28.256
1847-07-01,26.877
1847-08-01,25.736
1847-09-01,25.202
1847-10-01,23.179
1847-11-01,19.965
1847-12-01,15.558
1848-01-01,15.931
1848-02-01,19.245
1848-03-01,22.931
1848-04-01,26.672
1848-05-01,28.837
1848-06-01,27.942
1848-07-01,26.885
1848-08-01,25.693
1848-09-01,25.08
1848-10-01,23.107
1848-11-01,19.552
1848-12-01,16.856
1849-01-01,16.002
1849-02-01,18.572
1849-03-01,23.277
1849-04-01,26.931
1849-05-01,28.961
1849-06-01,27.975
1849-07-01,26.631
1849-08-01,25.641
1849-09-01,25.006
1849-10-01,23.396
1849-11-01,20.333
1849-12-01,15.966
1850-01-01,15.898
1850-02-01,18.741
1850-03-01,22.975
1850-04-01,26.744
1850-05-01,28.587
1850-06-01,28.79
1850-07-01,27.063
1850-08-01,26.111
1850-09-01,25.492
1850-10-01,24.488
1850-11-01,20.602
1850-12-01,16.564
1851-01-01,16.091
1851-02-01,18.646
1851-03-01,22.994
1851-04-01,26.714
1851-05-01,29.508
1851-06-01,28.498
1851-07-01,26.798
1851-08-01,26.045
1851-09-01,25.681
1851-10-01,24.015
1851-11-01,19.906
1851-12-01,16.926
1852-01-01,16.816
1852-02-01,19.474
1852-03-01,22.372
1852-04-01,26.567
1852-05-01,29.053
1852-06-01,28.549
1852-07-01,26.79
1852-08-01,25.687
1852-09-01,25.395
1852-10-01,23.374
1852-11-01,19.466
1852-12-01,16.997
1853-01-01,15.862
1853-02-01,18.969
1853-03-01,23.503
1853-04-01,26.995
1853-05-01,29.598
1853-06-01,29.362
1853-07-01,27.497
1853-08-01,26.145
1853-09-01,25.714
1853-10-01,23.549
1853-11-01,19.694
1853-12-01,17.097
1854-01-01,16.844
1854-02-01,18.469
1854-03-01,23.49
1854-04-01,26.871
1854-05-01,29.674
1854-06-01,28.847
1854-07-01,27.28
1854-08-01,26.168
1854-09-01,25.409
1854-10-01,24.276
1854-11-01,20.507
1854-12-01,17.274
1855-01-01,17.122
1855-02-01,19.491
1855-03-01,23.327
1855-04-01,27.919
1855-05-01,30.131
1855-06-01,28.851
1855-07-01,27.083
1855-08-01,26.162
1855-09-01,25.429
1855-10-01,23.376
1855-11-01,19.943
1855-12-01,16.271
1856-01-01,16.928
1856-02-01,19.006
1856-03-01,23.084
1856-04-01,26.949
1856-05-01,29.095
1856-06-01,28.716
1856-07-01,26.478
1856-08-01,24.847
1856-09-01,24.87
1856-10-01,22.99
1856-11-01,19.765
1856-12-01,16.776
1857-01-01,16.039
1857-02-01,18.305
1857-03-01,22.687
1857-04-01,26.196
1857-05-01,28.663
1857-06-01,27.666
1857-07-01,26.262
1857-08-01,25.531
1857-09-01,25.11
1857-10-01,22.736
1857-11-01,19.622
1857-12-01,16.757
1858-01-01,17.017
1858-02-01,18.986
1858-03-01,23.347
1858-04-01,27.872
1858-05-01,29.408
1858-06-01,28.51
1858-07-01,26.404
1858-08-01,25.707
1858-09-01,25.259
1858-10-01,23.707
1858-11-01,20.666
1858-12-01,16.318
1859-01-01,16.65
1859-02-01,19.179
1859-03-01,23.664
1859-04-01,27.814
1859-05-01,29.891
1859-06-01,28.818
1859-07-01,26.559
1859-08-01,25.559
1859-09-01,25.1
1859-10-01,23.766
1859-11-01,20.244
1859-12-01,16.809
1860-01-01,16.324
1860-02-01,18.812
1860-03-01,22.138
1860-04-01,27.185
1860-05-01,29.518
1860-06-01,28.86
1860-07-01,26.882
1860-08-01,26.149
1860-09-01,25.839
1860-10-01,23.672
1860-11-01,19.835
1860-12-01,15.548
1861-01-01,15.27
1861-02-01,18.336
1861-03-01,23.034
1861-04-01,26.995
1861-05-01,29.198
1861-06-01,28.588
1861-07-01,26.642
1861-08-01,25.819
1861-09-01,25.318
1861-10-01,23.41
1861-11-01,20.327
1861-12-01,16.655
1862-01-01,15.332
1862-02-01,17.901
1862-03-01,22.746
1862-04-01,22.585
1862-05-01,22.425
1862-06-01,22.264
1862-07-01,22.104
1862-08-01,21.943
1862-09-01,21.783
1862-10-01,21.622
1862-11-01,21.462
1862-12-01,21.301
1863-01-01,21.14
1863-02-01,20.98
1863-03-01,20.819
1863-04-01,20.659
1863-05-01,20.498
1863-06-01,20.338
1863-07-01,20.177
1863-08-01,20.016
1863-09-01,19.856
1863-10-01,19.695
1863-11-01,19.535
1863-12-01,19.374
1864-01-01,19.214
1864-02-01,19.053
1864-03-01,18.893
1864-04-01,18.732
1864-05-01,18.571
1864-06-01,18.411
1864-07-01,18.25
1864-08-01,18.09
1864-09-01,17.929
1864-10-01,17.769
1864-11-01,17.608
1864-12-01,17.448
1865-01-01,17.287
1865-02-01,19.031
1865-03-01,22.661
1865-04-01,26.937
1865-05-01,29.503
1865-06-01,29.257
1865-07-01,26.924
1865-08-01,26.052
1865-09-01,26.048
1865-10-01,24.073
1865-11-01,20.838
1865-12-01,16.863
1866-01-01,17.224
1866-02-01,18.834
1866-03-01,23.022
1866-04-01,27.506
1866-05-01,29.919
1866-06-01,28.815
1866-07-01,27.153
1866-08-01,25.955
1866-09-01,25.745
1866-10-01,23.598
1866-11-01,20.313
1866-12-01,17.792
1867-01-01,17.011
1867-02-01,18.965
1867-03-01,23.342
1867-04-01,27.576
1867-05-01,29.356
1867-06-01,29.002
1867-07-01,26.886
1867-08-01,26.011
1867-09-01,25.693
1867-10-01,24.019
1867-11-01,21.194
1867-12-01,17.723
1868-01-01,16.346
1868-02-01,18.506
1868-03-01,22.925
1868-04-01,27.525
1868-05-01,29.913
